voice_actor_master_id,follower,"created_at","updated_at","name","description",favourites_count,friends_count,listed_count,"screen_name","profile_image_url",statuses_count,"raw_data"
142,1392,"2016-01-30 20:25:48","2016-01-30 20:25:48","関山美沙紀","81ﾌﾟﾛﾃﾞｭｰｽ所属の声優です.ｱﾆﾒ･洋画吹き替え･ﾗｼﾞｵDJ･ﾅﾚｰﾀｰ･ｲﾍﾞﾝﾄMC･舞台など.神出鬼没ﾚｱ声優！ ゆずが大好き！鍵編みも得意だよ！【ランク王国】毎週土曜26:23〜TBS系列ラルフ役で出演中！",12,228,134,"Sekiyama_Misaki","http://pbs.twimg.com/profile_images/682116444490862592/pg8HS6X8_normal.jpg",8042,NULL
143,7438,"2016-01-30 20:25:48","2016-01-30 20:25:48","世戸さおり","フリー声優・ナレーターです。『トミーとタペンス』/タペンス『ストライクウィッチーズ２』/坂本美緒 『ゼルダ無双』/ゼルダ、シーク『ファイアーエムブレム if』/ルーナ",2,118,682,"saoriseto","http://pbs.twimg.com/profile_images/624980388033638400/j5nMNjlt_normal.jpg",2527,NULL
144,23961,"2016-01-30 20:25:48","2016-01-30 20:25:48","仙台エリ","【アミュレート】所属声優の仙台エリです！主な出演作品は『Yes！プリキュア５』ミルキィローズ、『ガールズ&パンツァー』カエサル、『中二病でも恋がしたい！』小鳥遊十花、『マジンボーン』島谷早穂、『レディ・ジュエルペット』レディみずき などなど(*゜▽゜)ノ",95,267,2498,"e_ringo","http://pbs.twimg.com/profile_images/412453372193558528/JBMNIN2Z_normal.jpeg",17317,NULL
145,41008,"2016-01-30 20:25:48","2016-01-30 20:25:48","園崎未恵＊1/30(土)闘会議！！","声のお仕事等やってます。 トマトは天敵、スギとヒノキと甲殻類がアレルギー。お返事気まぐれツイート多め、カフェとカレーと着物が好物、米と日本酒で大体出来てる。茶藝師初級の温泉ソムリエ。八割冗談二割は本気。タメになることは呟きません。フォローRTはご自由に。お仕事情報は真面目なアカウント@snzk00A1やブログをどうぞ。",7902,2039,3336,"Sonozaki_mie","http://pbs.twimg.com/profile_images/671353198716686336/P6b8edxQ_normal.jpg",97815,NULL
147,3758,"2016-01-30 20:25:48","2016-01-30 20:25:48","高岡香","アクロスエンタテインメントの声優高岡香です(๑ˊᗜˋ๑)☆『ロボットガールズZ』ガイちゃん役 、『ワールドトリガー』茶野真役 、『農業ムスメ!』花畑キラリ役、『ファントムオブキル』トト役、『GALTIA』イグニス役、キリエ役、『Dear My Lord ラインハート家の執事』ｱﾙﾊﾞｰﾄ役など☆ よろしくお願いします♪",124,219,334,"takaoka_kaori","http://pbs.twimg.com/profile_images/613974509758976002/Zjti8FZa_normal.jpg",5589,NULL
148,2327,"2016-01-30 20:25:48","2016-01-30 20:25:48","高城みつ","宮城県石巻市出身。ぼんやり声優。基本ネムイ子。 イエローテイル／劇団Nadianne／MIZ☆LISA／「FLOWERS」ダリア=バスキア・「九十九姫」鈴、蓬莱・「サウザンドメモリーズ」シルヴァーナ、フィーネ 他・「戦極姫5」織田信長 他・「夏空のモノローグ」・「限界凸記 モエロクリスタル」・「コン・ティキ」など☆",183,221,161,"bonyarimie","http://pbs.twimg.com/profile_images/590005253954609152/s57a-YyD_normal.jpg",19825,NULL
149,3618,"2016-01-30 20:25:48","2016-01-30 20:25:48","高梁碧","高梁碧は『たかはしあお』と読みます。よく聞かれますが本名ではありません。ケンユウオフィスという事務所に所属して、いわゆる声優と呼ばれるお仕事をしています。今日もちまちまと、でもがんばって生きてます。",147,230,406,"peki0808","http://pbs.twimg.com/profile_images/607544273207058433/dgNdkkWq_normal.jpg",12050,NULL
150,140448,"2016-01-30 20:25:48","2016-01-30 20:25:48","たかはし智秋","セクシーすぎる声優だったりします\\(//∇//)\\ https://t.co/iKYGGsMhcd ←LINEスタンプ販売中(^з^)-☆ ニコ生放送LADY LUCK CLUB放送中‼︎@chiaking_LLC インスタグラム→ juicy.chiaking",10,100,7549,"chiaking58","http://pbs.twimg.com/profile_images/659230009500962817/0tNQ0_Ir_normal.jpg",8843,NULL
151,46329,"2016-01-30 20:25:48","2016-01-30 20:25:48","高橋美佳子12/4NEWシングル","声優・高橋美佳子です☆12/4に文化放送からNEWシングル「マルごとぴ〜なっつ！」発売！カップリングは「お散歩のテーマ」どちらもわたし作詞作曲です。2/14にメディアプラスホールでイベントも決定！公録、歌、握手、ダンス？と、全部入り（笑）CDをゲットして参加応募してね♪",9,0,3684,"takahashimikako","http://pbs.twimg.com/profile_images/938254951/_____normal.png",2420,NULL
152,37009,"2016-01-30 20:25:48","2016-01-30 20:25:48","高橋李依","高橋李依(たかはしりえ)です。新人の声優としてお仕事をさせていただいております。1月より『この素晴らしい世界に祝福を！』めぐみん『最弱無敗の神装機竜』ノクト✩『魔法つかいプリキュア！』2月より放送開始！／L.I.N.K.s、イヤホンズ",984,326,1193,"taka8rie","http://pbs.twimg.com/profile_images/689976763414372352/73VNXW08_normal.jpg",5462,NULL
153,7898,"2016-01-30 20:25:48","2016-01-30 20:25:48","瀧本富士子25周年ギリ2月5日ライブ","教材・ナレーション・アニメ・ゲームの声、歌手もやったり、講師も、様々な仕事をしています。好きですとよく言われるキャラ声は、ニケ・疾風・リカ・ガゼル・ジャスティン・子供リンク・ナランチャ・翔・ばつ丸・タキ・優・ユウなどです。",169,342,984,"inkarose77","http://pbs.twimg.com/profile_images/690852451927232512/DjN33KwO_normal.jpg",88145,NULL
154,9952,"2016-01-30 20:25:48","2016-01-30 20:25:48","田口宏子('ε'*)","俳協に所属して声のお仕事をしています。のんびり屋でうさぎ大好き。お返事は、狙いを定めてお返事したり、つぶやきのようにお返事したり、あまり細かく決めていません。文中に出てくる｢りんご｣は現在我が家にいるネザーランドドワーフのうさぎさんです。友永朱音ちゃんとユニット「pastel」結成しました！よろしくお願いします。",46,117,666,"_HIROKOCCUS_","http://pbs.twimg.com/profile_images/618689589503356928/x10KKr2w_normal.jpg",6943,NULL
155,2804,"2016-01-30 20:25:48","2016-01-30 20:25:48","竹田えり（えりりょん）","声優・歌手・メインは作曲家です。声優は超時空要塞マクロスのミリア役など。アニソンはパタリロの「美しさは罪」など歌ってます。作曲は「ワンピース」のキャラソン「サンバボンバー悪魔の実」など。田中真弓さん歌う「皴皴に輝け！」1/22にYoutubeにアップしました。良かったらご覧下さい。",29,2801,265,"Eri_Takeda","http://pbs.twimg.com/profile_images/332774551/92_normal.jpg",3814,NULL
156,504003,"2016-01-30 20:25:48","2016-01-30 20:25:48","竹達 彩奈","TVアニメ「だがしかし」エンディングテーマ
「Hey!カロリーQueen」
2016年1月27日発売！",229,232,13023,"Ayana_take","http://pbs.twimg.com/profile_images/679936136932765696/euf8QXMj_normal.jpg",6901,NULL
157,97023,"2016-01-30 20:25:48","2016-01-30 20:25:48","竹内 順子","竹内順子です。猫と暮らしてます。殿下、ひな、わか、みこ、という単語が出てきたら、猫の話だと。温かく認識してくださると嬉しいでっす。",0,86,4919,"junkotakeuchi45","http://pbs.twimg.com/profile_images/1055819144/DVC00340_normal.jpg",2605,NULL
158,713,"2016-01-30 20:25:48","2016-01-30 20:25:48","田所ちさ","田所ちさです☆ 役者やってます たまに声優。 時にはＭＣ。 海ガメのゴサン所属。
お仕事はオフィスMORIMOTO までお願い致します

info.officemorimoto@gmail.com",84,541,57,"chidokoro","http://pbs.twimg.com/profile_images/1360952491/tnpnUJq8_normal",13330,NULL
159,94966,"2016-01-30 20:25:48","2016-01-30 20:25:48","田中敦子","声優よ(^-^) アニメ『攻殻機動隊』シリーズ草薙素子。 『コールドケース』リリー・ラッシュ、『エレメンタリー』ジョーン・ワトソン他、ニコール・キッドマン、ジュリア・ロバーツ、ジェニファー・ロペスなどを吹き替え。ツイッターの世界では相田みつをさんをもじって｢あつを少佐｣と命名されたわ(*☻-☻*)",47,238,5093,"atuwosyousa","http://pbs.twimg.com/profile_images/2575757032/image_normal.png",29288,NULL
160,1489,"2016-01-30 20:25:48","2016-01-30 20:25:48","田中茉理花","声優しています。よろしくお願いします。出演/ 「サウザンドメモリーズ （千メモ）」濡翼の水巻シエラ役、花精の双棍士リケット役、 「限界凸記 モエロクリスタル」ベヒモス、ウィルオウィスプ役 「KLAP!! ～Kind Love And Punish～」美作夏樹役 「ビーナスイレブンびびっど!」ネネム役",45,189,156,"marika_tanaka","http://pbs.twimg.com/profile_images/685364849652535296/mXO16mdB_normal.jpg",6902,NULL
161,244967,"2016-01-30 20:25:48","2016-01-30 20:25:48","田中理恵","「ローゼンメイデン」：水銀燈  「ハヤテのごとく！」：マリア「宇宙戦艦ヤマト2199」：山本玲 アドベンチャータイム：プリンセスバブルガム  FFXIV：カヌエ・センナ：ガルーダ 　MARVELvsCAPCOM3：モリガン  ペルソナ３：桐条美鶴  超次元ゲイムネプテューヌ：ネプテューヌ/パープルハート",26,262,11167,"tanakarie","http://pbs.twimg.com/profile_images/378800000043075076/9cb19d3d011792c10ccbf52c96c40cbf_normal.jpeg",19455,NULL
163,56086,"2016-01-30 20:25:48","2016-01-30 20:25:48","民安ともえ(たみやすともえ)","こんにちは民安ともえ(たみやすともえ)です。声優稼業を営んでおります。「リトルバスターズ！」棗鈴、「グリザイアの楽園」入巣蒔菜「失われた未来を求めて」華宮凪沙役。宜しくお願い申し上げます( ´ ▽ ` )",29,0,3457,"tammy_now","http://pbs.twimg.com/profile_images/668547768428859392/6B_fReIS_normal.jpg",29968,NULL
164,554597,"2016-01-30 20:25:48","2016-01-30 20:25:48","田村ゆかり","ゆかり王国のお姫様だぴょん／(*ﾟ▽ﾟ*)＼　みんなめろめろになぁれ♪",5,110,18704,"yukari_tamura","http://pbs.twimg.com/profile_images/1337207153/yukari_normal.png",19258,NULL
165,1025,"2016-01-30 20:25:48","2016-01-30 20:25:48","知桐京子@BQMAP25周年&入団15年","BQMAP/尾木プロ THE NEXT『遊☆戯☆王ARC-V』フトシ役 日曜夕方5:30〜O.A中『鉄人28号ガオ！』敷島テツオ役ets 土曜朝4:52〜O.A中『人造昆虫カブトボーグVxV』天野河リュウセイ役『夏目友人帳1〜4』河童役ets『ふなっしーのふなふなふな日和』などなど！",62,263,95,"_chiki_","http://pbs.twimg.com/profile_images/665927577081524224/y0GeGnMi_normal.png",9211,NULL
166,10201,"2016-01-30 20:25:48","2016-01-30 20:25:48","千葉千恵巳","千葉千恵巳 声優です。ぐ〜チョコランタンのズズ・おジャ魔女どれみの春風どれみなど。猫８の大家族。サイパン・ダイビング・旅行・大神・天野可淡さん吉田良さんの人形大好き！殺陣はじめました♪着物好き。フォロー返しはしません。",40,113,957,"ChiemiChiba","http://pbs.twimg.com/profile_images/1317411761/F1000343_normal.jpg",6814,NULL
167,3506,"2016-01-30 20:25:48","2016-01-30 20:25:48","チャン・リーメイ","女優。日本×台湾。",24,227,363,"matochiang","http://pbs.twimg.com/profile_images/664737452167303168/KdWJ9MRd_normal.jpg",3007,NULL
168,665,"2016-01-30 20:25:48","2016-01-30 20:25:48","津川祝子","女優・声優
アミュレート所属
犬好き

最近、気難しいおっさんみたいになってきました。",80,518,107,"shuku1017","http://pbs.twimg.com/profile_images/473417345864450048/72RFgSkq_normal.jpeg",3232,NULL
169,9837,"2016-01-30 20:25:48","2016-01-30 20:25:48","辻あゆみ","マウスプロモーションで声のお仕事をしてぃます。 『ふうせんいぬティニー』パニー役 『神撃のﾊﾞﾊﾑｰﾄ バハラジ』ﾊﾟｰｿﾅﾘﾃｨ &モニカ役『白猫プロジェクト』リンプイ役 『Tokyo7thｼｽﾀｰｽﾞ』遊佐メモル役。みなもにエリーゼ、ぐちゅこやエマ、はっちゃんに謳歌とか☆(●´∪｀●)",322,212,902,"tsuji_ayumi","http://pbs.twimg.com/profile_images/475928516580495360/eASVTW1y_normal.jpeg",8674,NULL
170,2755,"2016-01-30 20:25:48","2016-01-30 20:25:48","土谷麻貴( ・谷・)2/10朗読","「喰霊-零-」「アルカナハート」「戦国大戦」「東京ＥＳＰ」「妖怪百姫たん！」等に出演してます土谷麻貴です
のんびり自分のペースで生きている城好き声優。オイサは一人称
お仕事のご依頼ご相談は
tsuchiyamaki0304@gmail.com まで！
土谷のやは「谷」です間違えたら拗ねちゃうんだからね(´；谷；`)",224,221,271,"tsuchiyamaki","http://pbs.twimg.com/profile_images/660503560216403968/1k-FFe9j_normal.jpg",30871,NULL
171,1307,"2016-01-30 20:25:48","2016-01-30 20:25:48","土屋実紀","声優・歌手の土屋実紀です。
私からのフォローはお友達とリスペクト様だけになります。ごめんなさい。ツイートに対して返信を頂いた場合、不定期気まぐれお返し返信しています☆",127,281,133,"miki_tsuchiya","http://pbs.twimg.com/profile_images/590056749220016129/LYSVuKpB_normal.jpg",11547,NULL
172,19805,"2016-01-30 20:25:48","2016-01-30 20:25:48","恒松あゆみ","81プロデュース所属の声優・ナレーター。
声優×ジャズバンド『The Zig Zags(@enjoythezigzags)』のボーカルとしても活動中。
ぺそみんと優雅なもふもふライフを満喫中。
夫婦でアストルティア冒険中!!
日々をのんびりマイペースに楽しんでいます。",27,801,1918,"amyonn","http://pbs.twimg.com/profile_images/548380672302145538/hmfm6HCo_normal.jpeg",39222,NULL
173,33519,"2016-01-30 20:25:48","2016-01-30 20:25:48","寺崎裕香","熊本出身のA型長女。お芝居が大好きです！「機動戦士ガンダム鉄血のオルフェンズ/クーデリア・藍那・バーンスタイン」「ひみつのここたま/とくまる」「キズナイーバー/高城千鳥」「ポケットモンスターXY&Z/オンバット」☆ミニアルバム発売中https://t.co/24JTDHhO3p",2631,478,1693,"terachan0804","http://pbs.twimg.com/profile_images/669568020080033792/ioOQWGvW_normal.jpg",16361,NULL
175,27561,"2016-01-30 20:25:48","2016-01-30 20:25:48","富樫美鈴","富樫美鈴です。声のお仕事をしています。遊んでくれると喜びます。ぽつぽつ呟く予定ですのでよろしくおねがいします☆(*_д_pq)(pq_д_*)",0,310,1519,"suzu_honey","http://pbs.twimg.com/profile_images/690333319922225153/4zQIwVZS_normal.jpg",6627,NULL
176,886,"2016-01-30 20:25:48","2016-01-30 20:25:48","時田光","声優：時田光です。細マッチョを目指し日々鍛練中？！愛読書はＴarzanです。

知り合い以外の方への直接の返信は致しません。すみません、ご了承下さい。全体へのつぶやきで返すことはあります。",0,77,159,"h_tokita","http://pbs.twimg.com/profile_images/1124387959/dscf1433_normal.jpg",1464,NULL
177,349759,"2016-01-30 20:25:48","2016-01-30 20:25:48","徳井青空＊ハッピードリームクリエイター","徳井青空。そらまる。

声優&漫画家&千葉県は南房総市の観光大使！
※インスタ、FBやってません！

【アニメ放送中】
ラクエンロジック(クロエ)
ＪＫめし！(五十嵐ルリ子)
バディファイト100

４コマ漫画｢まけるな!!あくのぐんだん！｣
月刊ブシロードにて連載中☆ https://t.co/jUgIGzasQs",0,540,13744,"tokui_sorangley","http://pbs.twimg.com/profile_images/683067093659463681/-cgza6nT_normal.jpg",5215,NULL
178,2837,"2016-01-30 20:25:48","2016-01-30 20:25:48","徳留しづか","声優の徳留しづかです♡しーぽんって呼んでね！歌にお芝居におしゃべりに、幅広く活動中",42,162,254,"shizuka_t","http://pbs.twimg.com/profile_images/439035050919620609/HWdb5Bxk_normal.png",10420,NULL
179,10013,"2016-01-30 20:25:48","2016-01-30 20:25:48","永井真衣","声優の永井真衣です(*´ω｀*) PSVita『ものべのPure Smile』すみ役。 PSVita『ChuSingura46+1 -忠臣蔵46+1- V』徳川綱吉役。TVアニメ『パピヨンローゼ』パピヨンマーガレット役。ラジオ『永井真衣のロリに見えてもお姉さんなんだからねっ！』アキバ系BBチャンネルにて配信中",330,276,452,"nagaimai","http://pbs.twimg.com/profile_images/688243318241665024/nSJGhB1z_normal.jpg",8059,NULL
180,5149,"2016-01-30 20:25:48","2016-01-30 20:25:48","中川亜紀子","NHKラジオ『樹林伸の推理クイズ〜謎はすべてとけた！』ご視聴ありがとうございました！",82,160,512,"akiko12nakagawa","http://pbs.twimg.com/profile_images/684401886301048835/Fy19gi9R_normal.jpg",2322,NULL
181,11199,"2016-01-30 20:25:48","2016-01-30 20:25:48","長久友紀@がっきゅ","新人声優のがっきゅこと長久友紀(ながくゆき)です！『美少女戦士セーラームーンCrystal』ミメット、『それが声優！』萌咲いちご、『アクエリオンロゴス』岡崎、『目玉焼きの黄身いつつぶす？』亜希、他/『オトカドール』ココ、他/SHIROBACOカフェ店員/イヤホンズ/「radioclub.jp」3代目パーソナリティー",151,207,513,"nagaku_yuki","http://pbs.twimg.com/profile_images/683674295340371968/wCvE_u38_normal.jpg",9156,NULL
182,14137,"2016-01-30 20:25:48","2016-01-30 20:25:48","中島沙樹☻2016始動٩(ˊᗜˋ*)و","中島沙樹*ஐ声優・ナレーター［https://t.co/HNDuSomZa0］ ドナルドダックのモフ尻は正義⚓︎ディズニー共通年パ❤︎趣味→写真/Canon 7D❤ネイル検定１級❤T.M.Revolution西川貴教サン❤️ホラー/サスペンス映画",360,225,1302,"sakicchons","http://pbs.twimg.com/profile_images/660995240908558338/aV5d_7I-_normal.jpg",15100,NULL
183,4869,"2016-01-30 20:25:48","2016-01-30 20:25:48","長嶋はるか","はるかんこと長嶋はるかです♪♪声優やってます歌も歌ってます(●´ω｀●)毎週木曜日21:00～ニコニコ生放送にて『長嶋はるかの想い出100コできるかなR』放送中！",284,295,488,"naruhodo_haruka","http://pbs.twimg.com/profile_images/954945545/o024802481270203453059_normal.jpg",13389,NULL
184,1347,"2016-01-30 20:25:48","2016-01-30 20:25:48","中嶋ヒロ(なかじまひろ)","声のお仕事をさせてもらってます。 美味しいもの大好き♡メガネ大好き♡家族大好き♡ 『ジェイクとネバーランドのかいぞくたち』ジェイク役/『ちいさなプリンセスソフィア』メグ役/アプリゲーム『あんさんぶるガールズ！！』猫塚みけ役/『戦国アスカZERO』など。 ちなみに双子で声優やってます(｡･∀･)人(･∀･｡)仲良し♪",13,256,139,"hiro_2929","http://pbs.twimg.com/profile_images/687665870076690433/XX-FpyD7_normal.jpg",5726,NULL
185,4554,"2016-01-30 20:25:48","2016-01-30 20:25:48","長瀬ゆずは❤️声優だよ（本物100%）","巨乳に憧れるフリー声優。ご依頼全力でお待ちしてます♪「悦楽の胤・村沢伊月」「夢恋転生・伊万里綾」「チョコットランド・武者大将タカチホ 他」「龍が如く0」「ギャングオブヘブン」「妖怪リング」「空戦乙女☆ヴァージンストライク」など！シーチキンと西川貴教を愛しています( •̀ᴗ•́ )و",0,1338,389,"yuzuha88","http://pbs.twimg.com/profile_images/679677085703507969/uDU455BK_normal.jpg",71698,NULL
186,2052,"2016-01-30 20:25:48","2016-01-30 20:25:48","かよち。（永田佳代）","永田佳代と申します。声を使ってお仕事しております。
夢は着物で猫と一緒に暮らすこと♪
コメント返しはきまぐれにゃり～
フォローは遠慮なくどうぞでしょう！ 
ちなみに写真は愛猫大吉だす(*´д｀*)",25,254,221,"kayochi_now","http://pbs.twimg.com/profile_images/1589110721/GRP_0091_normal.JPG",4137,NULL
187,710,"2016-01-30 20:25:48","2016-01-30 20:25:48","中西悠","声優・俳優の中西悠（ナカニシハルカ）です。 インプロ・脚本/演出・宣伝美術・リバースエイジングアドバイザーなど。目指せ『人間づくりのプロ』！ Eテレ『マノン』出演中。 3/2〜7 Platform『正義のみかた。』出演予定。",1626,368,54,"nakanishiharuka","http://pbs.twimg.com/profile_images/620747888826519552/xvCcvOAT_normal.jpg",13244,NULL
188,267,"2016-01-30 20:25:48","2016-01-30 20:25:48","中西裕美子","声優・ﾅﾚｰﾀｰ 【Σ7】 舞台 【劇団あかぺら倶楽部】で活動中。 映画すきー。舞台すきー。幕末すきー。漫画すきー。ゲームすきー。 そして一児（小6♂）の母。小学校で読み聞かせもやって〼(*≧▽≦)ﾉ",743,150,13,"yumine_sama","http://pbs.twimg.com/profile_images/2581341402/uzufn7p81fqo8oitkjxl_normal.jpeg",8900,NULL
189,146146,"2016-01-30 20:25:48","2016-01-30 20:25:48","中村繪里子@中☆吉の中のほう","声優・中村繪里子です♪いつも心に鼻歌を♪を信条に呟いていこうかと。なんでもやりたい盛りです。中☆吉(with吉田仁美ちゃん)の中のほう。趣味特技のお喋りを活かしてラジオも舌好調！※フォロー・リプのお返しは、お知り合いの方のみとさせていただいておりますm(_ _)m",91,378,5595,"eriko_co_log","http://pbs.twimg.com/profile_images/667751563465588736/QU8Wyl1c_normal.jpg",12885,NULL
190,102879,"2016-01-30 20:25:48","2016-01-30 20:25:48","名塚佳織","声優・女優",0,75,6457,"nazukakaori","http://pbs.twimg.com/profile_images/558631328627699712/Fl56jjlK_normal.jpeg",817,NULL
191,2701,"2016-01-30 20:25:48","2016-01-30 20:25:48","並木のり子♡のんたん","長野県松川町出身「松川町環境大使」の声優：並木のり子「純情ロマンチカ」相川絵理役/「テニスの王子様」芝砂織役/「ぷよぷよ」ラフィーナ・リデル・おにおん役など多数、「にゃんたぶぅ」のんたんとしても活動中☆",1871,536,252,"nontan0619","http://pbs.twimg.com/profile_images/662151141145231360/OUJRTTVX_normal.jpg",7208,NULL
192,558431,"2016-01-30 20:25:48","2016-01-30 20:25:48","南條愛乃","声優です。
歌もうたいます。
写真とか服も好きですが、
インドア人間です。",5,400,18312,"nanjolno","http://pbs.twimg.com/profile_images/663607497370943488/JEqSdnxL_normal.jpg",20256,NULL
193,25688,"2016-01-30 20:25:48","2016-01-30 20:25:48","ニーコ","ニーコ(変な声は地声)
現在OA中アニメ：
【不思議なソメラちゃん】ちょぼらうにょぽみ 役(EDテーマ)
【猫のダヤン】三人の魔女 役
【ハッピー・ジョージ】ポニー 役
声優は家庭教師のリボーン先生に始まり、ワレチュー、なるとちゃんetc
声優 MC バンド DJ モデル デザイン 作詞作曲 等
なんでも屋",10,415,868,"NEEKO21","http://pbs.twimg.com/profile_images/473724898150330368/FE9-sZy5_normal.jpeg",7676,NULL
194,3478,"2016-01-30 20:25:48","2016-01-30 20:25:48","西川宏美","役者、声優、ナレーター、を生業とする釣り好きゲーム好きな人見知り。 芸歴は青二プロダクシｮンHPかWikipediaを参照して下さいまし(笑) フォロー大歓迎(^-^)相互フォローはリアル知り合いの方のみになってます、スミマセン(ﾉД`) でも頂いたメッセージは見てますよん。",3,124,324,"hiromi55nishi","http://pbs.twimg.com/profile_images/644374596024557568/rlNOgncd_normal.jpg",6873,NULL
195,2014,"2016-01-30 20:25:48","2016-01-30 20:25:48","西口杏里沙","(株)アクロスエンタテイメント
所属の西口杏里沙です☆
日々、笑顔で楽しく！をモットーに生きてる声優です！
宜しくお願いします♪",13,283,174,"ars03","http://pbs.twimg.com/profile_images/688552738318188548/D4UEQ97O_normal.jpg",14796,NULL
196,1500,"2016-01-30 20:25:48","2016-01-30 20:25:48","西原さおり(語り屋さおりん)","ぷ知蔵やまんまるマルタ担当の声優・ナレーターです。絵本と紙芝居と歌と手遊びで「さおりんのおはなしdeショー☆」やってます。声のサンプルやプロフィールはサオリオホームページまで。 お問い合わせはTwitterメッセージでも受け付けています。",75,317,184,"saolio","http://pbs.twimg.com/profile_images/2976490096/c7d37e82249ff9b8b9508c2a671f801a_normal.jpeg",10554,NULL
197,14,"2016-01-30 20:25:48","2016-01-30 20:25:48","安國愛菜(西村愛菜)","安國愛菜のTwitterアカウントは@AiNAvoiceにアカウント名を変更いたしました。
プロダクション・エース公式HP→http://t.co/iBYYzZEQSN
よろしくお願いいたします☆(*'-'*)",570,1,1,"Aina_nishimura","http://pbs.twimg.com/profile_images/2153066842/image_normal.jpg",295,NULL
198,3069,"2016-01-30 20:25:48","2016-01-30 20:25:48","根本圭子","(株)81PRODUCE所属 洋画の吹き替え、アニメーション等の声のお仕事を生業としております。 好きなものは生肉、生ビール、生ガキ等々…どうやら生〇〇が好きなようです。ホラ、お芝居もやっぱりナマモノじゃない??(笑) …ツイートやお返事のペースは大変気まぐれではございますが、フォロー・RTはお気軽にどうゾ〜(^^)",100,229,297,"nemory1210","http://pbs.twimg.com/profile_images/532181110151602176/JFtr9w6I_normal.png",11118,NULL
199,28319,"2016-01-30 20:25:48","2016-01-30 20:25:48","野川さくら","声優の野川さくらです。『さくにゃん』って呼んでね♪猫のハッピー&ラッキーと一緒に暮らしています。TVアニメ『ローゼンメイデン』雛苺役。NEWシングル『TWINKLE☆CHERRY PINK』が発売中です☆http://t.co/ZcTKadTFu8",43,68,2250,"sakura_nogawa","http://pbs.twimg.com/profile_images/378800000037446041/fba6b08a70511f87f4bfa6ac2f669304_normal.jpeg",7938,NULL
200,13457,"2016-01-30 20:25:48","2016-01-30 20:25:48","野田順子","声優だったり、歌い手だったり、先生だったり、色々楽しい事を模索中。座右の銘「なるようになる」で、ゆる〜くのんびり生きてます。返信は殆んど致しませんが、遠慮なく@ツイート下さいね。そんなこんなでお気軽におつきあい下さいませ☆2016.2/13(土)ライブ『TRICK or TREAT vol.12』開催！",3,219,1522,"NODA_JUN","http://pbs.twimg.com/profile_images/763482435/panda2_normal.jpg",8024,NULL
201,3531,"2016-01-30 20:25:48","2016-01-30 20:25:48","のだまみ@のだ豆","熊本産声優！声のお仕事をさせて頂いております。【出演】スマホ向けゲーム『GARM STRUGGLE〜狂鎖の番狗〜』(久々利 陽菜)／webアニメ『エクスメイデン』(クロワ)／吹替え『ジュラシック・シティ』(シンディ)『弾丸刑事〜怒りの奪還〜』(ブルック)／『音楽少女』イベント司会",3,252,307,"mame1001mame","http://pbs.twimg.com/profile_images/583510015161401346/NdWinTGs_normal.jpg",10088,NULL
202,1265,"2016-01-30 20:25:48","2016-01-30 20:25:48","野引香里","ナレーターです。鳥取出身。
よく蚊にさされる。",92,96,101,"nobinobiki","http://pbs.twimg.com/profile_images/635631027168280576/alXx48tl_normal.jpg",8529,NULL
203,59288,"2016-01-30 20:25:48","2016-01-30 20:25:48","野水伊織/いおり@1/31 35小隊イベ","声優。歌は野水いおり。sweet ARMS。まろに☆えーる。厨二病。人見知り女王。ホラー大好き。映画好き。
☆3/16〜20 舞台「アマオト〜星巡ル夜君ヲ探ス」ジョバンニ
☆「対魔導学園35試験小隊」ラピス/「新妹魔王の契約者 BURST」胡桃
☆稼動中「ブレイブルー CF」セリカ
☆コラム「宵闇馬鹿野郎」連載中",50,379,2475,"nomizuiori","http://pbs.twimg.com/profile_images/689801040330289152/kR8OcRmm_normal.jpg",18203,NULL
204,229977,"2016-01-30 20:25:48","2016-01-30 20:25:48","朴璐美","朴璐美(RomiPark)です☆演劇集団円・円企画所属の俳優・声優。舞台をプロデュースするシーラカンスプロデュースを発起したり、studioCambria-RomiVoiceschool-のプロデュースもしています。2013年4月より本School始動中‼http://t.co/Fd2Jxw1N",193,170,8854,"romiansaran","http://pbs.twimg.com/profile_images/3188958919/f3f8649f245fceeb9e0591ec53198ebf_normal.png",10755,NULL
205,3055,"2016-01-30 20:25:48","2016-01-30 20:25:48","花村怜美","◆actress◆東京都出身◆",388,213,309,"satomi_hanamura","http://pbs.twimg.com/profile_images/569902586518450176/jHyqeo5-_normal.jpeg",3933,NULL
207,15670,"2016-01-30 20:25:48","2016-01-30 20:25:48","葉山いくみ","声優の葉山いくみです。「GATE 自衛隊 彼の地にて、斯く戦えり」ﾊﾐﾙﾄﾝ、「SHIROBAKO」安藤、「ｼﾞｭｴﾙﾍﾟｯﾄ ﾊｯﾋﾟﾈｽ」近衛ねね、「ｽﾄﾗｲｸ・ｻﾞ・ﾌﾞﾗｯﾄﾞ」煌坂紗矢華、「とある科学の超電磁砲S」布束砥信、｢ｶﾞｰﾙｽﾞ&ﾊﾟﾝﾂｧｰ｣ねこにゃーなど。よろしくお願いします♪",3,218,1025,"hayamaikumi","http://pbs.twimg.com/profile_images/3541966840/4b43f6dd4abb7fe9cffb84d8b0b72c5f_normal.png",9946,NULL
